415 9 1       
0.6605504587 0.0003205128 0.2876712329 0.6784443917 0 0.7051282051 0.619793903 0.013995516 0.984375 1
0.6146788991 0.4358974359 0.2283105023 0.6587621532 1 0.7692307692 0.5579647918 0.3895645085 0.765625 1
0.6055045872 0.1987179487 0.4220482714 0.858667299 1 0.7948717949 0.6605839416 0.0960663089 0.703125 0
0.5229357798 0.1307692308 0.2994129159 0.3462176903 1 0.7948717949 0.4961356805 0.0456552755 0.90625 1
0.5229357798 0 0.2498369211 0.4600426844 1 0.6282051282 0.533705453 0.0169169101 0.453125 0
0.6055045872 0 0.3783431181 0.7341712118 1 0.8846153846 0.6464147703 0 0.828125 1
0.9449541284 0.1923076923 0.1924331376 0.7652359497 0 0.9230769231 0.5755689137 0.3808682655 0.9375 1
0.6146788991 0.4519230769 0.28962818 0.5309461703 1 0.8333333333 0.4957063117 0 0.625 1
0.5412844037 0 0.1226353555 0.2383210813 0 0.7564102564 0.4630742808 0 0.265625 0
0.6055045872 0 0.1219830398 0.4081100308 0 0.6282051282 0.5072992701 0.0065901216 0.234375 0
0.5137614679 0.3092948718 0.1493803001 0.4078728954 1 0.6923076923 0.5051524259 0.0046198791 0.828125 0
0.5366972477 0.0490384615 0.1591650359 0.6865069955 1 0.4487179487 0.5558179476 0.2040220124 0.71875 0
0.5504587156 0.2403846154 1 0.5216978895 0 0.7692307692 0.5433662516 0.2343229839 0.765625 0
0.6697247706 0.3365384615 0.5407697326 0.8385107897 1 1 0.7026620867 0.0943678239 0.828125 1
0.7247706422 0.0833333333 0.4866275277 0.8079203225 1 0.7820512821 0.6290253328 0.3619811128 0.96875 1
0.5688073394 0.4487179487 0.4063926941 0.8527389139 1 0.5769230769 0.6459854015 0 0.921875 1
0.4862385321 0.0516025641 0.1135029354 0.2921508181 0 0.9487179487 0.4491197939 0.0908349752 0.3125 1
0.6055045872 0.2532051282 0.1859099804 0.6284088214 1 0.6538461538 0.5616144268 0.1746721924 0.6875 0
0.6880733945 0.0096153846 0.4161774299 0.8060232393 1 0.7948717949 0.5289823959 0 0.78125 0
0.6330275229 0.0192307692 0.2485322896 0.6796300688 0 0.6923076923 0.6161442679 0.0099191521 0.90625 0
0.5412844037 0.1923076923 0.6294846706 0.804126156 0 0.7692307692 0.832975526 0 0.75 0
0.6651376147 0.2916666667 0.3418134377 0.6533080389 0 0.7564102564 0.4499785316 0.1467490998 0.953125 1
0.623853211 0.0807692308 0.2576647097 0.6077780413 0 0.6538461538 0.4693001288 0 0.703125 1
0.7247706422 0.0326923077 0.4129158513 0.5662793455 0 0.8461538462 0.475096608 0.1697805557 0.71875 1
0.5596330275 0.2115384615 0.3639921722 0.8525017785 1 0.6794871795 0.6026191498 0.0852639446 0.921875 1
0.5779816514 0.2804487179 0.4259621657 0.8067346455 0 0.6282051282 0.6494203521 0 0.640625 1
0.6788990826 0.1762820513 0.4631441618 0.6001897083 0 0.7179487179 0.6406182911 0.0244581833 0.75 0
0.5596330275 0.1365384615 0.28962818 0.3092245672 0 0.7307692308 0.4184199227 0.3328351111 0.4375 1
0.6422018349 0.125 0.4774951076 0.5940241878 0 0.6025641026 0.5873765565 0.2498131667 0.5 0
0.504587156 0.1487179487 0.296803653 0.7223144415 0 0.6153846154 0.663374839 0.1034037638 0.71875 0
0.5963302752 0 0.1839530333 0.4654967987 1 0.8974358974 0.533705453 0 0.453125 0
0.623853211 0.358974359 0.3789954338 0.7552762627 1 0.9615384615 0.5942464577 0.1558529791 0.90625 1
0.5412844037 0.008974359 0.3783431181 0.7991463125 1 0.7692307692 0.6650923143 0 0.640625 1
0.6605504587 0.0012820513 0.2204827136 0.5598766896 0 0.3846153846 0.509875483 0.0316597595 0.46875 0
0.5504587156 0 0.0697977821 0.3798909177 0 0.6025641026 0.4755259768 0 0.234375 0
0.5963302752 0.0836538462 0.1774298761 0.5451742945 1 0.6538461538 0.5644053242 0.0908349752 0.796875 1
0.5229357798 0 0.1950424005 0.2309698838 0 0.6923076923 1 0 0.265625 0
0.5871559633 0.1490384615 0.2159165036 0.5392459094 0 0.7948717949 0.4927007299 0.0034649093 0.75 0
0.7431192661 0.2371794872 0.5577299413 0.5845387716 1 0.8205128205 0.5519536282 0.0398124873 0.90625 1
0.5321100917 0.0612179487 0.4931506849 0.6272231444 1 0.6666666667 0.6442679261 0.0244581833 0.515625 1
0.5229357798 0 0.1265492498 0.2613232156 0 0.6923076923 0.4330184629 0.2648277736 0.25 0
